Table 1
Engagement metrics for individual posts. Created date indicates when your post was created. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views,Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"We're pleased to announce that you can now host and share your Gradio applications with the release of Posit Connect 2024.12.0!

Gradio is an open-source Python package with a thriving user community because it allows you to quickly build a demo or web application for your machine learning model, API, or any arbitrary Python function.

Gradio support in Posit Connect makes it easier for data scientists using popular Python and R frameworks to build and share interactive applications with others across their organization.

Learn more about deploying and sharing Gradio apps in our blog post: https://lnkd.in/gHxPeUAy",https://www.linkedin.com/feed/update/urn:li:activity:7313200220022927361,Organic,,Isabella Velásquez,04/02/2025,,,All followers,7695,,,208,0.0270305387675762,85,0,3,,0.0384665355086327,
"This week's PydyTuesday project invites you to catch 'em all... the insights, that is⚡️ 

Dive into a comprehensive Pokemon dataset featuring stats on 949 Pokemon across multiple generations.

👀 The visualizations attached to this post showcase amazing community submissions from previous weeks! Your creation could be featured next - show us what you can do with this week's Pokemon data!

Explore questions like:
⬢ Which Pokemon types are the heaviest on average? Does that relate to their speed, attack, or defense?
⬢ How have Pokemon designs evolved across generations? Can you use their colors or the URLs of their images in a plot?
⬢ What patterns emerge when comparing height, weight, and battle performance?

Here’s your toolkit:
Positron → Write your code
Quarto → Tell your story
Connect Cloud → Share your work

🔍 Get the data: https://lnkd.in/gguaRVdR
🐍 Learn more about Posit's PydyTuesday project: https://lnkd.in/g_VHKkNf
🎥 Posit PydyTuesday Tutorials: https://lnkd.in/gXCnXKbX

Post your submissions to LinkedIn or Bluesky with the hashtags #TidyTuesday and #PydyTuesday for a chance for your work to be featured!",https://www.linkedin.com/feed/update/urn:li:activity:7312916919727050753,Organic,,Tyler Minear,04/01/2025,,,All followers,3774,,,508,0.134605199098587,37,1,5,,0.145998939871788,
"Generating realistic datasets is useful in various settings, from education to app testing. Sara Altman's new blog post explores how you can leverage Large Language Models (LLMs) directly within R to generate custom, realistic datasets using the ellmer package.

This blog post provides a step-by-step guide to creating a command-line tool in R that simulates data and embedding the data generation functionality in a Shiny app, highlighting key tasks like:

• Starting a chat with the `chat_*()` functions, essentially a record of the conversation between the user and the chatbot.
• Specifying a system prompt to instruct the LLM to generate tabular data based on the criteria given by the user.
• Using tool calling to ensure that the LLM generates correctly formatted data and can automatically retry if an error occurs.
• Adding these functionality to a Shiny app.

Read the full post here: https://lnkd.in/gJT-ita4

And try out the app in the Posit AI Portfolio! https://lnkd.in/gFjHrV5z",https://www.linkedin.com/feed/update/urn:li:activity:7312837203523510272,Organic,,Isabella Velásquez,04/01/2025,,,All followers,12365,6383,,1236,0.099959559738636,143,3,14,,0.11289931088686,Video
"We are excited to share that bslib v0.9.0 is on CRAN, bringing brand.yml support to Shiny for R and R Markdown!

brand.yml simplifies brand management by consolidating your visual identity—colors, typography, and styling—into a single, easy-to-maintain YAML file. Last year, we launched brand.yml with initial support in Quarto and Shiny for Python, and we’re happy to bring it to R as well.

This one file can be used to maintain consistent branding across your Shiny apps, Quarto projects, and now any R-based project that uses bslib for theming, including shiny, R Markdown, pkgdown, flexdashboard, and more!

Learn how to get started in the blog post: ",https://www.linkedin.com/feed/update/urn:li:activity:7312475381096189952,Organic,,Isabella Velásquez,03/31/2025,,,All followers,11944,,,514,0.0430341586470604,251,8,12,,0.0657233744859695,
"During a recent coffee chat with Wes McKinney and Hadley Wickham, a participant asked a great question:
""How can Posit Workbench or Connect help us integrate Python scripts and R models into a cohesive and efficient workflow?""
 
Teams working with both R and Python often run into collaboration roadblocks: different workflows and development environments, trouble sharing models and data, difficulty getting results to stakeholders, and headaches integrating models into other systems. This blog post helps unpack further how Posit’s professional products, Workbench and Connect, along with our open-source ecosystem, help create a smoother, more collaborative data science experience.

https://lnkd.in/g5NFEPQu",https://www.linkedin.com/feed/update/urn:li:activity:7311025183262158849,Organic,,Curtis Kephart,03/27/2025,,,All followers,3525,,,383,0.108652479946613,49,2,5,,0.124539010226727,
"During a recent coffee chat with Wes McKinney and Hadley Wickham, a participant asked a great question:
""How can Posit Workbench or Connect help us integrate Python scripts and R models into a cohesive and efficient workflow?""
 
Teams working with both R and Python often run into collaboration roadblocks: different workflows and development environments, trouble sharing models and data, difficulty getting results to stakeholders, and headaches integrating models into other systems. This blog post helps unpack further how Posit’s professional products, Workbench and Connect, along with our open-source ecosystem, help create a smoother, more collaborative data science experience.

https://lnkd.in/g5NFEPQu",https://www.linkedin.com/feed/update/urn:li:activity:7311025183262158849,Sponsored,"Hadley on Posit Pro Products - Brand awareness - Mar 27, 2025",Curtis Kephart,03/27/2025,03/27/2025,05/31/2025,All followers,2491220,345856,0,6038,0.00242371205240488,267,0,2,0,0.0027456427924335,Video
"During a recent coffee chat with Wes McKinney and Hadley Wickham, a participant asked a great question:
""How can Posit Workbench or Connect help us integrate Python scripts and R models into a cohesive and efficient workflow?""
 
Teams working with both R and Python often run into collaboration roadblocks: different workflows and development environments, trouble sharing models and data, difficulty getting results to stakeholders, and headaches integrating models into other systems. This blog post helps unpack further how Posit’s professional products, Workbench and Connect, along with our open-source ecosystem, help create a smoother, more collaborative data science experience.

https://lnkd.in/g5NFEPQu",https://www.linkedin.com/feed/update/urn:li:activity:7311025183262158849,Total,,Curtis Kephart,03/27/2025,,,All followers,2494745,361641,,6421,0.00257381005212665,316,2,7,0,0.00291773304343224,Video
"Want a Python challenge? This week, we’re upping our Python skills by decoding Amazon's Corporate DNA!

When annual reports meet natural language processing, data science gets interesting. This week's PydyTuesday challenge transforms Amazon's historical PDFs into a linguistic dataset for advanced text analysis.

Parse through years of corporate communication to reveal: 
⬢ What years does the data set span?
⬢ Does the overall sentiment score for each year reflect the economic climate of the time? 
⬢ Once you remove ""stop words,"" what are the 15 most frequently used words for each year? 
⬢ Has the frequency of words like ""AI"" and phrases like ""artificial intelligence"" increased over the years?

🛠️ Your Data Science Toolkit: 
Positron → Write your code 
Quarto → Tell your story 
Great Tables → Make beautiful tables
Connect Cloud → Share your work

🗂️ Get the data: https://lnkd.in/guCAhV4g 
🐍 Learn more about Posit's PydyTuesday project: https://lnkd.in/g_VHKkNf 
🎥 Posit PydyTuesday Tutorials: https://lnkd.in/gXCnXKbX

Post your submissions to LinkedIn or Bluesky with the hashtags #TidyTuesday and #PydyTuesday for a chance for your work to be featured!

Learn about Shiny Assistant below: https://lnkd.in/gPkqVreg",https://www.linkedin.com/feed/update/urn:li:activity:7310441685866401792,Organic,,Tyler Minear,03/25/2025,,,All followers,8219,,,146,0.0177637189626694,49,0,3,,0.0240905210375786,
"Going to be in Boston for BioIT World next week? Imagine this:

A stunning waterfront restaurant in Boston, incredible food, free-flowing drinks, and the most interesting people in life sciences all in one room. No PowerPoints. No name tags. Just real connections over an amazing meal.

🍽️ Where: The Nautilus Boston (Pier 4) 
📅 When: Wednesday, April 2nd, 7-10 PM
🛎️ RSVP Here: https://lnkd.in/gAh5B63N

Bring your appetite. Bring your stories. Leave the work stress at the door. 

Who's in? ",https://www.linkedin.com/feed/update/urn:li:activity:7310350427781271552,Organic,,Tyler Minear,03/25/2025,,,All followers,2302,,,22,0.0095569072291255,9,0,1,,0.0139009561389685,
"Going to be in Boston for BioIT World next week? Imagine this:

A stunning waterfront restaurant in Boston, incredible food, free-flowing drinks, and the most interesting people in life sciences all in one room. No PowerPoints. No name tags. Just real connections over an amazing meal.

🍽️ Where: The Nautilus Boston (Pier 4) 
📅 When: Wednesday, April 2nd, 7-10 PM
🛎️ RSVP Here: https://lnkd.in/gAh5B63N

Bring your appetite. Bring your stories. Leave the work stress at the door. 

Who's in? ",https://www.linkedin.com/feed/update/urn:li:activity:7310350427781271552,Sponsored,BioIT Exec Dinner - BioIT Company Names - Engagement,Tyler Minear,03/25/2025,03/25/2025,04/02/2025,All followers,80074,,,1241,0.0154981641098857,4,0,0,2,0.0154981641098857,
"Going to be in Boston for BioIT World next week? Imagine this:

A stunning waterfront restaurant in Boston, incredible food, free-flowing drinks, and the most interesting people in life sciences all in one room. No PowerPoints. No name tags. Just real connections over an amazing meal.

🍽️ Where: The Nautilus Boston (Pier 4) 
📅 When: Wednesday, April 2nd, 7-10 PM
🛎️ RSVP Here: https://lnkd.in/gAh5B63N

Bring your appetite. Bring your stories. Leave the work stress at the door. 

Who's in? ",https://www.linkedin.com/feed/update/urn:li:activity:7310350427781271552,Total,,Tyler Minear,03/25/2025,,,All followers,82376,,,1263,0.0153321353718638,13,0,1,2,0.0154535304754972,
"Discover how the mall package simplifies LLM integration in R! 

We're excited to share Camila Lívio, Ph.D. Lívio's guest post, in which she demonstrates mall’s practical application in analyzing COP climate reports. Camila walks you through how she uses mall to efficiently summarize dense PDF reports, extract key entities, and visualize the frequency of relevant terms, all within her R environment. 

With mall's text summarization and extraction features, Camila can uncover crucial trends and insights related to 'energy transition' across years of climate negotiations.

Learn how to efficiently summarize and extract crucial information from text-heavy datasets and see Mall's potential for your own research or analysis projects.

Read the post here! https://lnkd.in/gbt8d6vq

#RStats",https://www.linkedin.com/feed/update/urn:li:activity:7310299985198161920,Organic,,Curtis Kephart,03/25/2025,,,All followers,7864,,,363,0.0461597144603729,147,2,18,,0.0673957243561745,
"If you’ve ever struggled with standardizing machine learning workflows, ensuring secure data access, or scaling insights across your organization, this month’s Posit Team demo is for you!

This Wednesday, Maxwell Patterson, Data Scientist at Suffolk Construction, will walk us through how his team is:

✅ Standardizing model workflows using tidymodels, vetiver, Shiny, and Quarto
✅ Leveraging row-level permissions in Shiny apps to improve data governance
✅ Using Databricks and Posit to gain insights faster and more securely

Add the event to your calendar → https://lnkd.in/gwqwETWH",https://www.linkedin.com/feed/update/urn:li:activity:7310013768871133185,Organic,,Hannah Koeshall,03/24/2025,,,All followers,1773,,,32,0.0180485062301159,15,0,3,,0.0282007902860641,
"We are thrilled to announce the release of chatlas, a Python package designed to simplify interacting with large language models (LLM) in Python!

LLMs offer an opportunity to transform the way we work. However, LLM APIs tend to be designed for AI experts, putting functionality over simplicity. 

chatlas aims to make LLMs more accessible (especially to data scientists) by making common tasks easy. As an added bonus, chatlas has an identical interface to the ellmer R package, making it easy to translate your LLM projects between R and Python.

Chatlas allows Python data scientists to:

• Chat through an interactive chat console, interactive chat method, or a stream method (for example, to create a Shiny chatbot).
• Extend LLM capabilities by integrating external Python functions with tool calling.
• Pass a pydantic model to extract structured data from free-form text and images.
• Benefit from autocompletion in your editor with chatlas’s comprehensive typing support.
• Use Retrieval-Augmented Generation (RAG) to improve LLM responses.
Run logging mechanisms to monitor and debug your chatbot in production.

We’re actively developing chatlas and have exciting plans for the future. We encourage you to try it out, and you can find useful background information and motivating examples in the “Getting Started” documentation.

Learn more in the blog post: https://lnkd.in/gHMDt9qX",https://www.linkedin.com/feed/update/urn:li:activity:7309937268192907264,Organic,,Curtis Kephart,03/24/2025,,,All followers,21178,,,747,0.0352724529802799,356,8,37,,0.054207194596529,
"We are excited for ShinyConf 2025! There are dozens of talks to look forward to, but let's highlight one talk by Carson Sievert: ""Building LLM-Powered Shiny apps via ellmer and chatlas""

Carson - an engineer on Posit's Shiny team – will highlight Posit's R package ellmer and its Python counterpart chatlas, which simplify common LLM tasks, and inspire ideas for Shiny AI apps.

Abstract: Large Language Models (LLMs) offer an opportunity to transform the way we work for the better. To help understand why and how, it helps immensely to build software that utilizes them. Unfortunately, this can be challenging – LLM APIs tend to be designed for AI experts, putting functionality over simplicity. At Posit, we're working to make LLMs more accessible through the R package ellmer and its sister Python package chatlas. They aim to make common tasks like streaming output, tool calling, data extraction, etc. extremely easy. Combined with Shiny, it's easier than ever to build sophisticated chatbots and other gen-AI experiences. In this talk, I highlight the best parts of ellmer and chatlas, provide inspiration for your next Shiny AI app, and share why AI will make code-first data scientists more valuable than ever.

We hope to see you there!

Attend ShinyConf 2025, Apr 9-11, a global virtual conference focused on Shiny and data-driven applications. Learn from experts about the latest advancements in Shiny, including AI integration, scalable application development, and easy theming. Discover more about the workshops, free talks, and register at https://lnkd.in/gqk7XTMK.",https://www.linkedin.com/feed/update/urn:li:activity:7309732266824343552,Organic,,Curtis Kephart,03/24/2025,,,All followers,3884,,,131,0.033728115260601,47,0,6,,0.0473738424479961,
"We’re excited to announce the 2025.03.0 update to the Posit Professional Drivers, a set of ODBC data connectors for some of the most popular databases!

The latest Posit Professional Drivers update delivers expanded platform support (featuring Ubuntu 24.04 distributions), enhanced database reliability and security, and numerous bug fixes across various data connectors. 

We strongly encourage all customers to install the latest release of the Posit Professional Drivers. Learn more in the blog post: https://lnkd.in/gXyEjs_n",https://www.linkedin.com/feed/update/urn:li:activity:7308856464507314177,Organic,,Isabella Velásquez,03/21/2025,,,All followers,5593,,,256,0.0457714982330799,82,0,1,,0.0606114789843559,
"We're delighted to announce that Jonathan McPherson – software architect at Posit PBC – will be a keynote speaker at posit::conf(2025)!

Jonathan will talk about Positron: 10 years of data science IDEs, what happens next? 
Drawing on his decade of experience developing the RStudio IDE and leading that team, he will reflect on the foundational principles that have made RStudio the standard data science environment for R. He will discuss how these guiding principles inform the development of Positron, Posit's new data science environment (in beta testing, positron.posit.co). Attendees can look forward to insights into Positron's advancements and a glimpse into the potential future of data science tools in the coming decade.

If you are a data scientist, and if you're curious about how thoughtful design principles can improve the tools you use, you won't want to miss this!

posit::conf is a polyglot community of innovators and transformers, and a deep dive into the latest innovations in data science. It's the ultimate hub for making connections in the open-source community and is designed for all data professionals. With 15+ workshops and 110+ talks, you'll find something for everyone.
Join us for an unforgettable three days of learning and networking in Atlanta, September 16-18, 2025.
➡️ Learn more and register at pos.it/conf

#PositConf2025 #DataScience #OpenSource #Python #rstats #pydata",https://www.linkedin.com/feed/update/urn:li:activity:7308563522131501057,Organic,,Curtis Kephart,03/20/2025,,,All followers,4716,,,377,0.0799406245350838,84,4,12,,0.101145036518574,
"We're delighted to announce that Jonathan McPherson – software architect at Posit PBC – will be a keynote speaker at posit::conf(2025)!

Jonathan will talk about Positron: 10 years of data science IDEs, what happens next? 
Drawing on his decade of experience developing the RStudio IDE and leading that team, he will reflect on the foundational principles that have made RStudio the standard data science environment for R. He will discuss how these guiding principles inform the development of Positron, Posit's new data science environment (in beta testing, positron.posit.co). Attendees can look forward to insights into Positron's advancements and a glimpse into the potential future of data science tools in the coming decade.

If you are a data scientist, and if you're curious about how thoughtful design principles can improve the tools you use, you won't want to miss this!

posit::conf is a polyglot community of innovators and transformers, and a deep dive into the latest innovations in data science. It's the ultimate hub for making connections in the open-source community and is designed for all data professionals. With 15+ workshops and 110+ talks, you'll find something for everyone.
Join us for an unforgettable three days of learning and networking in Atlanta, September 16-18, 2025.
➡️ Learn more and register at pos.it/conf

#PositConf2025 #DataScience #OpenSource #Python #rstats #pydata",https://www.linkedin.com/feed/update/urn:li:activity:7308563522131501057,Sponsored,"Boost Post Brand Awareness March 20, 2025 at 8:02 PM - Conf",Curtis Kephart,03/20/2025,03/20/2025,04/02/2025,All followers,21157,3722,0,47,0.00222148699685931,1,0,0,0,0.00226875254884362,Video
"We're delighted to announce that Jonathan McPherson – software architect at Posit PBC – will be a keynote speaker at posit::conf(2025)!

Jonathan will talk about Positron: 10 years of data science IDEs, what happens next? 
Drawing on his decade of experience developing the RStudio IDE and leading that team, he will reflect on the foundational principles that have made RStudio the standard data science environment for R. He will discuss how these guiding principles inform the development of Positron, Posit's new data science environment (in beta testing, positron.posit.co). Attendees can look forward to insights into Positron's advancements and a glimpse into the potential future of data science tools in the coming decade.

If you are a data scientist, and if you're curious about how thoughtful design principles can improve the tools you use, you won't want to miss this!

posit::conf is a polyglot community of innovators and transformers, and a deep dive into the latest innovations in data science. It's the ultimate hub for making connections in the open-source community and is designed for all data professionals. With 15+ workshops and 110+ talks, you'll find something for everyone.
Join us for an unforgettable three days of learning and networking in Atlanta, September 16-18, 2025.
➡️ Learn more and register at pos.it/conf

#PositConf2025 #DataScience #OpenSource #Python #rstats #pydata",https://www.linkedin.com/feed/update/urn:li:activity:7308563522131501057,Total,,Curtis Kephart,03/20/2025,,,All followers,25873,7099,,424,0.016387740150094,85,4,12,0,0.0202914234250784,Video
"The promise of AI in data science workflows—now made seamless and secure.

AI has transformed software development, making developers faster and more efficient. Large Language Models (LLMs) can suggest, complete, and improve code as it’s written.

But if you’ve tried using ChatGPT or another LLM for R-based data science, you’ve likely hit some frustrating roadblocks:

❌ Context switching fatigue—jumping between your code and an external AI tool.
❌ Security concerns—moving sensitive data outside your trusted environment.
❌ Lack of project awareness—LLMs generate pseudo code and dummy variables instead of relevant suggestions.

So, is a seamless, secure, and truly intelligent AI assistant for R-based data science possible?

Yes, it is! The Posit Native App on Snowflake SPCS works with R packages like gander and chores to provide relevant code suggestions powered by Snowflake Cortex.

Using gander and chores with the Posit Native App in SPCS is a natural choice because:

✔️ You can start using AI immediately with no friction.
✔️ You stay secure and compliant because data never leaves your Snowflake ecosystem.
✔️ You reduce the friction of context switching. Both gander and chores can seamlessly interact with Cortex models through the press of a keyboard shortcut in RStudio.
✔️ You receive better, more targeted suggestions from your AI, which reduces the time spent on iteration and refinement.

🔗 Check out a demo of how it all works together → https://lnkd.in/gh9rnEaJ",https://www.linkedin.com/feed/update/urn:li:activity:7308502382890389504,Organic,,Hannah Koeshall,03/20/2025,,,All followers,7357,,,237,0.0322142168879509,112,2,19,,0.0502922385931015,
"The promise of AI in data science workflows—now made seamless and secure.

AI has transformed software development, making developers faster and more efficient. Large Language Models (LLMs) can suggest, complete, and improve code as it’s written.

But if you’ve tried using ChatGPT or another LLM for R-based data science, you’ve likely hit some frustrating roadblocks:

❌ Context switching fatigue—jumping between your code and an external AI tool.
❌ Security concerns—moving sensitive data outside your trusted environment.
❌ Lack of project awareness—LLMs generate pseudo code and dummy variables instead of relevant suggestions.

So, is a seamless, secure, and truly intelligent AI assistant for R-based data science possible?

Yes, it is! The Posit Native App on Snowflake SPCS works with R packages like gander and chores to provide relevant code suggestions powered by Snowflake Cortex.

Using gander and chores with the Posit Native App in SPCS is a natural choice because:

✔️ You can start using AI immediately with no friction.
✔️ You stay secure and compliant because data never leaves your Snowflake ecosystem.
✔️ You reduce the friction of context switching. Both gander and chores can seamlessly interact with Cortex models through the press of a keyboard shortcut in RStudio.
✔️ You receive better, more targeted suggestions from your AI, which reduces the time spent on iteration and refinement.

🔗 Check out a demo of how it all works together → https://lnkd.in/gh9rnEaJ",https://www.linkedin.com/feed/update/urn:li:activity:7308502382890389504,Sponsored,Snowflake - AI announcement - Web Visits - Crossbeam,Hannah Koeshall,03/20/2025,03/20/2025,04/18/2025,All followers,20457,,,43,0.00210196990519762,19,0,0,0,0.00875006150454283,
"The promise of AI in data science workflows—now made seamless and secure.

AI has transformed software development, making developers faster and more efficient. Large Language Models (LLMs) can suggest, complete, and improve code as it’s written.

But if you’ve tried using ChatGPT or another LLM for R-based data science, you’ve likely hit some frustrating roadblocks:

❌ Context switching fatigue—jumping between your code and an external AI tool.
❌ Security concerns—moving sensitive data outside your trusted environment.
❌ Lack of project awareness—LLMs generate pseudo code and dummy variables instead of relevant suggestions.

So, is a seamless, secure, and truly intelligent AI assistant for R-based data science possible?

Yes, it is! The Posit Native App on Snowflake SPCS works with R packages like gander and chores to provide relevant code suggestions powered by Snowflake Cortex.

Using gander and chores with the Posit Native App in SPCS is a natural choice because:

✔️ You can start using AI immediately with no friction.
✔️ You stay secure and compliant because data never leaves your Snowflake ecosystem.
✔️ You reduce the friction of context switching. Both gander and chores can seamlessly interact with Cortex models through the press of a keyboard shortcut in RStudio.
✔️ You receive better, more targeted suggestions from your AI, which reduces the time spent on iteration and refinement.

🔗 Check out a demo of how it all works together → https://lnkd.in/gh9rnEaJ",https://www.linkedin.com/feed/update/urn:li:activity:7308502382890389504,Total,,Hannah Koeshall,03/20/2025,,,All followers,27814,,,280,0.0100668724626303,131,2,19,0,0.0197382606565952,
"We are excited for ShinyConf 2025! There are dozens of talks to look forward to, but let's highlight one talk by Barret Schloerke: ""AI Kung-Fu: Training your model in Two Function Calls""

Barret – an engineer on the Shiny Team at Posit – will demonstrate how to create system prompts for Python packages using just two function calls, enabling LLMs to interact with custom tools seamlessly.

Abstract: Teaching an AI how to use your newly developed Python package can be challenging. Large Language Models (LLMs) excel at generating code but lack the knowledge to interact seamlessly with every existing package. In this talk, I'll demonstrate how to create a comprehensive system prompt for your Python package using just two function calls. This generated prompt guides the LLM on how to interact with your specific package and only requires a few manual instructions. To illustrate the efficacy of this approach, we'll integrate the generated prompt into the 'chatlas' Python package and engage in a live chat with the LLM.

We hope to see you there!

Attend ShinyConf 2025, Apr 9-11, a global virtual conference focused on Shiny and data-driven applications. Learn from experts about the latest advancements in Shiny, including AI integration, scalable application development, and easy theming. Discover more about the workshops, free talks, and register at https://lnkd.in/gqk7XTMK.",https://www.linkedin.com/feed/update/urn:li:activity:7308172518962483203,Organic,,Curtis Kephart,03/19/2025,,,All followers,4942,,,93,0.0188182927668095,50,2,6,,0.0305544305592775,
"Want TidyTuesday, but for Python? Week 5 of PydyTuesday is bringing tropical vibes to your data analysis! 🏝️

This week's TidyTuesday dataset explores the fascinating world of palm trees, featuring the comprehensive PalmTraits 1.0 database. Discover how these keystone species shape tropical and subtropical ecosystems through their diverse traits and characteristics!

What questions should you ask when analyzing this week’s data? Start here: 
⬢ How do palm sizes vary across different subfamilies? 
⬢ Which fruit colors appear most frequently among palm species? 
⬢ What patterns emerge when mapping palm traits to geographic regions? 
⬢ How might climate influence the distribution of different palm characteristics?

🌱 Get the data: https://lnkd.in/gTrUQrq4 
🐍 Learn more about Posit's PydyTuesday project: https://lnkd.in/g_VHKkNf 
🎥 Posit PydyTuesday Tutorials: https://lnkd.in/gXCnXKbX

Need tool recommendations?
📝 Positron IDE to write clean code
📊 Quarto to build beautiful reports 
✨ Great Tables to create custom tables
☁️ Connect Cloud to deploy instantly

Post your submissions to LinkedIn or Bluesky with the hashtags #TidyTuesday and #PydyTuesday for a chance for your work to be featured!",https://www.linkedin.com/feed/update/urn:li:activity:7307901619155648513,Organic,,Tyler Minear,03/18/2025,,,All followers,6718,,,187,0.0278356652706861,30,0,3,,0.0327478423714638,
"Want TidyTuesday, but for Python? Week 5 of PydyTuesday is bringing tropical vibes to your data analysis! 🏝️

This week's TidyTuesday dataset explores the fascinating world of palm trees, featuring the comprehensive PalmTraits 1.0 database. Discover how these keystone species shape tropical and subtropical ecosystems through their diverse traits and characteristics!

What questions should you ask when analyzing this week’s data? Start here: 
⬢ How do palm sizes vary across different subfamilies? 
⬢ Which fruit colors appear most frequently among palm species? 
⬢ What patterns emerge when mapping palm traits to geographic regions? 
⬢ How might climate influence the distribution of different palm characteristics?

🌱 Get the data: https://lnkd.in/gTrUQrq4 
🐍 Learn more about Posit's PydyTuesday project: https://lnkd.in/g_VHKkNf 
🎥 Posit PydyTuesday Tutorials: https://lnkd.in/gXCnXKbX

Need tool recommendations?
📝 Positron IDE to write clean code
📊 Quarto to build beautiful reports 
✨ Great Tables to create custom tables
☁️ Connect Cloud to deploy instantly

Post your submissions to LinkedIn or Bluesky with the hashtags #TidyTuesday and #PydyTuesday for a chance for your work to be featured!",https://www.linkedin.com/feed/update/urn:li:activity:7307901619155648513,Sponsored,"Boost Post Engagement March 18, 2025 at 11:12 PM",Tyler Minear,03/18/2025,03/18/2025,03/31/2025,All followers,136737,,,1811,0.0132444035261869,45,0,1,34,0.0132882837206125,
"Want TidyTuesday, but for Python? Week 5 of PydyTuesday is bringing tropical vibes to your data analysis! 🏝️

This week's TidyTuesday dataset explores the fascinating world of palm trees, featuring the comprehensive PalmTraits 1.0 database. Discover how these keystone species shape tropical and subtropical ecosystems through their diverse traits and characteristics!

What questions should you ask when analyzing this week’s data? Start here: 
⬢ How do palm sizes vary across different subfamilies? 
⬢ Which fruit colors appear most frequently among palm species? 
⬢ What patterns emerge when mapping palm traits to geographic regions? 
⬢ How might climate influence the distribution of different palm characteristics?

🌱 Get the data: https://lnkd.in/gTrUQrq4 
🐍 Learn more about Posit's PydyTuesday project: https://lnkd.in/g_VHKkNf 
🎥 Posit PydyTuesday Tutorials: https://lnkd.in/gXCnXKbX

Need tool recommendations?
📝 Positron IDE to write clean code
📊 Quarto to build beautiful reports 
✨ Great Tables to create custom tables
☁️ Connect Cloud to deploy instantly

Post your submissions to LinkedIn or Bluesky with the hashtags #TidyTuesday and #PydyTuesday for a chance for your work to be featured!",https://www.linkedin.com/feed/update/urn:li:activity:7307901619155648513,Total,,Tyler Minear,03/18/2025,,,All followers,143455,,,1998,0.0139277121052146,75,0,4,34,0.0141995744779706,
"Calling all data professionals in the Seattle area! Databricks and Posit are partnering together to host a free, in-person event where you can meet other data professionals in the area and learn how to improve data governance and AI initiatives at scale.  

Bonus: finish the day with an optional hands-on generative AI workshop and earn an industry-recognized certification.

Attending is completely free, simply register using the link below.

🔗 Register today → https://lnkd.in/gSR9C-AT",https://www.linkedin.com/feed/update/urn:li:activity:7307842430052048896,Organic,,Hannah Koeshall,03/18/2025,,,All followers,2181,,,37,0.0169646944850683,26,0,5,,0.0311783589422703,
"Calling all data professionals in the Seattle area! Databricks and Posit are partnering together to host a free, in-person event where you can meet other data professionals in the area and learn how to improve data governance and AI initiatives at scale.  

Bonus: finish the day with an optional hands-on generative AI workshop and earn an industry-recognized certification.

Attending is completely free, simply register using the link below.

🔗 Register today → https://lnkd.in/gSR9C-AT",https://www.linkedin.com/feed/update/urn:li:activity:7307842430052048896,Sponsored,Databricks DI Day - Seattle - Awareness - Crossbeam,Hannah Koeshall,03/18/2025,03/18/2025,03/27/2025,All followers,18271,,,145,0.00793607346713543,16,0,0,0,0.00815499946475029,
"Calling all data professionals in the Seattle area! Databricks and Posit are partnering together to host a free, in-person event where you can meet other data professionals in the area and learn how to improve data governance and AI initiatives at scale.  

Bonus: finish the day with an optional hands-on generative AI workshop and earn an industry-recognized certification.

Attending is completely free, simply register using the link below.

🔗 Register today → https://lnkd.in/gSR9C-AT",https://www.linkedin.com/feed/update/urn:li:activity:7307842430052048896,Total,,Hannah Koeshall,03/18/2025,,,All followers,20452,,,182,0.00889888498932123,42,0,5,0,0.0106102088466287,
"We are thrilled to announce Pointblank for data validation in Python!

Data validation assesses the accuracy and quality of data before it gets used. It ensures that only “good” data gets through by setting rules and checks to catch errors, inconsistencies, and missing values. And, as Richard Iannone says, ""good data quality strongly determines the quality of decisions.""

Pointblank checks your data against certain expectations and constraints, then presents the results in a beautiful validation report table. You can also obtain fine-grained results of the interrogation as individual step reports or via methods that provide key metrics.

To make this all work seamlessly, Pointblank uses Narwhals to work with Polars and Pandas DataFrames. It also integrates with Ibis to enable the use of DuckDB, MySQL, PostgreSQL, SQLite, Parquet, and more.

Learn more in the blog post: https://lnkd.in/g-hhun6c",https://www.linkedin.com/feed/update/urn:li:activity:7307763538683383809,Organic,,Isabella Velásquez,03/18/2025,,,All followers,20509,,,1530,0.0746013969182968,398,11,27,,0.0958603546023369,
"Introducing gander, the AI-powered coding assistant that sees into your R environment!

Tired of large language models (LLMs) guessing about your R data? gander automatically describes objects, including column names, types, and distributions, so that LLMs have the context they need for effective coding assistance. It's integrated with RStudio and Positron for a high-performance and low-friction chat experience.

Simon P. Couch walks through the motivation behind gander and demonstrates a practical example using stackoverflow data on the Posit Blog: https://lnkd.in/gF5UN_8W",https://www.linkedin.com/feed/update/urn:li:activity:7307401146439020546,Organic,,Isabella Velásquez,03/17/2025,,,All followers,55910,,,3272,0.0585226267576218,1229,34,90,,0.0827222317457199,
